district,year,murder
LATUR,2006,0
"MUMBAI COMMR.",2006,0
"MUMBAI RLY.",2006,0
"NAGPUR COMMR.",2006,0
"NAGPUR RLY.",2006,0
"NAGPUR RURAL",2006,0
NANDED,2006,0
NANDURBAR,2006,0
"NASIK COMMR.",2006,0
PARBHANI,2006,0
"PUNE COMMR.",2006,0
"PUNE RLY.",2006,0
RAIGAD,2006,0
RATNAGIRI,2006,0
SANGLI,2006,0
SATARA,2006,0
SINDHUDURG,2006,0
"SOLAPUR COMMR.",2006,0
"THANE COMMR.",2006,0
"THANE RURAL",2006,0
WARDHA,2006,0
WASHIM,2006,0
BISHNUPUR,2006,0
CHANDEL,2006,0
CHURACHANDPUR,2006,0
"IMPHAL EAST",2006,0
"IMPHAL WEST",2006,0
SENAPATI,2006,0
TAMENGLONG,2006,0
THOUBAL,2006,0
UKHRUL,2006,0
"GARO HILLS EAST",2006,0
"GARO HILLS SOUTH",2006,0
"GARO HILLS WEST",2006,0
"JAINTIA HILLS",2006,0
"KHASI HILLS EAST",2006,0
"KHASI HILLS WEST",2006,0
RI-BHOI,2006,0
AIZAWL,2006,0
CHAMPHAI,2006,0
KOLASIB,2006,0
LAWNGTLAI,2006,0
LUNGLEI,2006,0
MAMIT,2006,0
SAIHA,2006,0
SERCHHIP,2006,0
DIMAPUR,2006,0
KIPHIRE,2006,0
MOKOKCHUNG,2006,0
MON,2006,0
PEREN,2006,0
PHEK,2006,0
TUENSANG,2006,0
WOKHA,2006,0
ZUNHEBOTO,2006,0
ANGUL,2006,0
BALASORE,2006,0
BERHAMPUR,2006,0
BHADRAK,2006,0
BOLANGIR,2006,0
BOUDH,2006,0
CUTTACK,2006,0
DEOGARH,2006,0
GAJAPATI,2006,0
GANJAM,2006,0
JAGATSINGHPUR,2006,0
JAJPUR,2006,0
JHARSUGUDA,2006,0
KALAHANDI,2006,0
KENDRAPARA,2006,0
KEONJHAR,2006,0
KHURDA,2006,0
MALKANGIR,2006,0
NAYAGARH,2006,0
NOWRANGPUR,2006,0
NUAPADA,2006,0
PURI,2006,0
RAYAGADA,2006,0
ROURKELA,2006,0
SAMBALPUR,2006,0
SONEPUR,2006,0
SRP(CUTTACK),2006,0
SRP(ROURKELA),2006,0
SUNDARGARH,2006,0
AMRITSAR,2006,0
BARNALA,2006,0
BATALA,2006,0
BHATINDA,2006,0
FARIDKOT,2006,0
"FATEHGARH SAHIB",2006,0
FEROZPUR,2006,0
G.R.P,2006,0
GURDASPUR,2006,0
HOSHIARPUR,2006,0
JAGRAON,2006,0
JALANDHAR,2006,0
KAPURTHALA,2006,0
KHANNA,2006,0
LUDHIANA,2006,0
MAJITHA,2006,0
MANSA,2006,0
MOGA,2006,0
MUKTSAR,2006,0
"NAWAN SHAHR",2006,0
PATIALA,2006,0
ROPAR,2006,0
SANGRUR,2006,0
"SAS NGR",2006,0
"TARN TARAN",2006,0
ALWAR,2006,0
BHARATPUR,2006,0
BIKANER,2006,0
CHITTORGARH,2006,0
CHURU,2006,0
DAUSA,2006,0
DUNGARPUR,2006,0
G.R.P.,2006,0
GANGANAGAR,2006,0
HANUMANGARH,2006,0
"JAIPUR NORTH",2006,0
JALORE,2006,0
JHUNJHUNU,2006,0
"JODHPUR CITY",2006,0
NAGAUR,2006,0
PALI,2006,0
RAJSAMAND,2006,0
SIROHI,2006,0
TONK,2006,0
UDAIPUR,2006,0
EAST,2006,0
NORTH,2006,0
SOUTH,2006,0
WEST,2006,0
CHENNAI,2006,0
"CHENNAI RLY.",2006,0
"COIMBATORE RURAL",2006,0
"COIMBATORE URBAN",2006,0
CUDDALORE,2006,0
DHARMAPURI,2006,0
DINDIGUL,2006,0
ERODE,2006,0
KANCHIPURAM,2006,0
KANYAKUMARI,2006,0
KARUR,2006,0
KRISHNAGIRI,2006,0
"MADURAI RURAL",2006,0
"MADURAI URBAN",2006,0
NAGAPATTINAM,2006,0
NAMAKKAL,2006,0
NILGIRIS,2006,0
PERAMBALUR,2006,0
PUDUKOTTAI,2006,0
RAMNATHAPURAM,2006,0
"SALEM RURAL",2006,0
"SALEM URBAN",2006,0
SIVAGANGAI,2006,0
THANJAVUR,2006,0
THENI,2006,0
"THIRUNELVELI RURAL",2006,0
"THIRUNELVELI URBAN",2006,0
THIRUVALLUR,2006,0
THIRUVANNAMALAI,2006,0
THIRUVARUR,2006,0
THOOTHUGUDI,2006,0
"TRICHY RLY.",2006,0
"TRICHY RURAL",2006,0
"TRICHY URBAN",2006,0
VELLORE,2006,0
VILLUPURAM,2006,0
VIRUDHUNAGAR,2006,0
DHALAI,2006,0
NORTH,2006,0
SOUTH,2006,0
WEST,2006,0
AGRA,2006,0
ALIGARH,2006,0
ALLAHABAD,2006,0
"AMBEDKAR NAGAR",2006,0
AURAIYA,2006,0
AZAMGARH,2006,0
BADAUN,2006,0
BAGHPAT,2006,0
BAHRAICH,2006,0
BALLIA,2006,0
BALRAMPUR,2006,0
BANDA,2006,0
BARABANKI,2006,0
BAREILLY,2006,0
BASTI,2006,0
BIJNOR,2006,0
BULANDSHAHAR,2006,0
CHANDOLI,2006,0
"CHITRAKOOT DHAM",2006,0
DEORIA,2006,0
ETAH,2006,0
ETAWAH,2006,0
FAIZABAD,2006,0
FATEHGARH,2006,0
FATEHPUR,2006,0
FIROZABAD,2006,0
G.R.P.,2006,0
"GAUTAMBUDH NAGAR",2006,0
GHAZIABAD,2006,0
GHAZIPUR,2006,0
GONDA,2006,0
GORAKHPUR,2006,0
HAMIRPUR,2006,0
HARDOI,2006,0
HATHRAS,2006,0
J.P.NAGAR,2006,0
JALAUN,2006,0
JAUNPUR,2006,0
JHANSI,2006,0
KANNAUJ,2006,0
"KANPUR DEHAT",2006,0
"KANPUR NAGAR",2006,0
KAUSHAMBI,2006,0
KHIRI,2006,0
"KUSHI NAGAR",2006,0
LALITPUR,2006,0
LUCKNOW,2006,0
MAHARAJGANJ,2006,0
MAHOBA,2006,0
MAINPURI,2006,0
MATHURA,2006,0
MAU,2006,0
MEERUT,2006,0
MIRZAPUR,2006,0
MORADABAD,2006,0
MUZAFFARNAGAR,2006,0
PILIBHIT,2006,0
PRATAPGARH,2006,0
RAIBAREILLY,2006,0
RAMPUR,2006,0
SAHARANPUR,2006,0
"SANT KABIRNAGAR",2006,0
SHAHJAHANPUR,2006,0
SHRAWASTI,2006,0
SIDHARTHNAGAR,2006,0
SITAPUR,2006,0
SONBHADRA,2006,0
ST.RAVIDASNAGAR,2006,0
SULTANPUR,2006,0
UNNAO,2006,0
VARANASI,2006,0
ALMORA,2006,0
BAGESHWAR,2006,0
CHAMOLI,2006,0
CHAMPAWAT,2006,0
DEHRADUN,2006,0
HARIDWAR,2006,0
NAINITAL,2006,0
"PAURI GARHWAL",2006,0
PITHORAGARH,2006,0
"RUDRA PRAYAG",2006,0
"TEHRI GARHWAL",2006,0
"UDHAMSINGH NAGAR",2006,0
UTTARKASHI,2006,0
"24 PARGANAS NORTH",2006,0
"24 PARGANAS SOUTH",2006,0
ASANSOL,2006,0
BANKURA,2006,0
BIRBHUM,2006,0
BURDWAN,2006,0
COOCHBEHAR,2006,0
"DAKSHIN DINAJPUR",2006,0
DARJEELING,2006,0
HOOGHLY,2006,0
HOWRAH,2006,0
"HOWRAH G.R.P.",2006,0
JALPAIGURI,2006,0
"KHARAGPUR G.R.P.",2006,0
KOLKATA,2006,0
MALDA,2006,0
MURSHIDABAD,2006,0
NADIA,2006,0
"PASCHIM MIDNAPUR",2006,0
"PURAB MIDNAPUR",2006,0
PURULIA,2006,0
"SEALDAH G.R.P.",2006,0
"SILIGURI G.R.P.",2006,0
"UTTAR DINAJPUR",2006,0
ANDAMAN,2006,0
NICOBAR,2006,0
CHANDIGARH,2006,0
"D and N HAVELI",2006,0
DAMAN,2006,0
DIU,2006,0
CENTRAL,2006,0
EAST,2006,0
GRP(RLY),2006,0
"IGI AIRPORT",2006,0
"NEW DELHI",2006,0
NORTH,2006,0
NORTH-EAST,2006,0
NORTH-WEST,2006,0
SOUTH,2006,0
SOUTH-WEST,2006,0
STF,2006,0
WEST,2006,0
LAKSHADWEEP,2006,0
KARAIKAL,2006,0
PONDICHERRY,2006,0
ANANTAPUR,2007,0
CHITTOOR,2007,0
CUDDAPAH,2007,0
"GUNTAKAL RLY.",2007,0
"HYDERABAD CITY",2007,0
KHAMMAM,2007,0
KRISHNA,2007,0
KURNOOL,2007,0
MEDAK,2007,0
NALGONDA,2007,0
NELLORE,2007,0
NIZAMABAD,2007,0
PRAKASHAM,2007,0
"RANGA REDDY",2007,0
"SECUNDERABAD RLY.",2007,0
SRIKAKULAM,2007,0
"VIJAYAWADA CITY",2007,0
"VIJAYAWADA RLY.",2007,0
"VISAKHA RURAL",2007,0
VISAKHAPATNAM,2007,0
VIZIANAGARAM,2007,0
"WEST GODAVARI",2007,0
CHANGLANG,2007,0
"DIBANG VALLEY",2007,0
K/KUMEY,2007,0
"KAMENG EAST",2007,0
"KAMENG WEST",2007,0
LOHIT,2007,0
"PAPUM PARE",2007,0
"SIANG EAST",2007,0
"SIANG UPPER",2007,0
"SIANG WEST",2007,0
"SUBANSIRI LOWER",2007,0
"SUBANSIRI UPPER",2007,0
TAWANG,2007,0
TIRAP,2007,0
"UPPER DIBANG VALLEY",2007,0
BARPETA,2007,0
BASKA,2007,0
BONGAIGAON,2007,0
C.I.D.,2007,0
CACHAR,2007,0
CHIRANG,2007,0
DARRANG,2007,0
DHEMAJI,2007,0
DHUBRI,2007,0
DIBRUGARH,2007,0
G.R.P.,2007,0
GOALPARA,2007,0
"GUWAHATI CITY",2007,0
HAILAKANDI,2007,0
JORHAT,2007,0
KAMRUP,2007,0
"KARBI ANGLONG",2007,0
KARIMGANJ,2007,0
KOKRAJHAR,2007,0
LAKHIMPUR,2007,0
MORIGAON,2007,0
N.C.HILLS,2007,0
NAGAON,2007,0
NALBARI,2007,0
R.P.O.,2007,0
SIBSAGAR,2007,0
TINSUKIA,2007,0
UDALGURI,2007,0
ARARIA,2007,0
ARWAL,2007,0
AURANGABAD,2007,0
BAGAHA,2007,0
BANKA,2007,0
BEGUSARAI,2007,0
BETTIAH,2007,0
BHABHUA,2007,0
BHOJPUR,2007,0
BUXAR,2007,0
DARBHANGA,2007,0
GAYA,2007,0
GOPALGANJ,2007,0
"JAMALPUR RLY.",2007,0
JAMUI,2007,0
JEHANABAD,2007,0
KATIHAR,2007,0
"KATIHAR RLY.",2007,0
KHAGARIA,2007,0
KISHANGANJ,2007,0
LAKHISARAI,2007,0
MADHEPURA,2007,0
MADHUBANI,2007,0
MOTIHARI,2007,0
MUNGER,2007,0
MUZAFFARPUR,2007,0
"MUZAFFARPUR RLY.",2007,0
NALANDA,2007,0
NAUGACHIA,2007,0
NAWADAH,2007,0
PATNA,2007,0
"PATNA RLY.",2007,0
PURNEA,2007,0
ROHTAS,2007,0
SAHARSA,2007,0
SAMASTIPUR,2007,0
SARAN,2007,0
SHEIKHPURA,2007,0
SHEOHAR,2007,0
SITAMARHI,2007,0
SIWAN,2007,0
SUPAUL,2007,0
VAISHALI,2007,0
BILASPUR,2007,0
BIZAPUR,2007,0
DANTEWARA,2007,0
DHAMTARI,2007,0
DURG,2007,0
"GRP RAIPUR",2007,0
KABIRDHAM,2007,0
KANKER,2007,0
KORBA,2007,0
NARAYANPUR,2007,0
RAIGARH,2007,0
RAJNANDGAON,2007,0
SURAJPUR,2007,0
"NORTH GOA",2007,0
"SOUTH GOA",2007,0
"AHMEDABAD COMMR.",2007,0
"AHMEDABAD RURAL",2007,0
AHWA-DANG,2007,0
AMRELI,2007,0
ANAND,2007,0
BHAVNAGAR,2007,0
DAHOD,2007,0
GANDHINAGAR,2007,0
JAMNAGAR,2007,0
JUNAGADH,2007,0
"KHEDA NORTH",2007,0
KUTCH,2007,0
MEHSANA,2007,0
PALANPUR,2007,0
PATAN,2007,0
PORBANDAR,2007,0
"RAJKOT COMMR.",2007,0
"RAJKOT RURAL",2007,0
"SURAT COMMR.",2007,0
SURENDRANAGAR,2007,0
"VADODARA COMMR.",2007,0
VALSAD,2007,0
W.RLY,2007,0
AMBALA,2007,0
BHIWANI,2007,0
FARIDABAD,2007,0
FATEHABAD,2007,0
GRP,2007,0
GURGAON,2007,0
HISSAR,2007,0
JHAJJAR,2007,0
JIND,2007,0
KAITHAL,2007,0
KARNAL,2007,0
KURUKSHETRA,2007,0
MAHENDRAGARH,2007,0
MEWAT,2007,0
PALWAL,2007,0
PANCHKULA,2007,0
PANIPAT,2007,0
REWARI,2007,0
ROHTAK,2007,0
SIRSA,2007,0
SONIPAT,2007,0
YAMUNANAGAR,2007,0
BILASPUR,2007,0
CHAMBA,2007,0
G.R.P.,2007,0
HAMIRPUR,2007,0
KANGRA,2007,0
KINNAUR,2007,0
KULLU,2007,0
LAHAUL-SPITI,2007,0
MANDI,2007,0
SHIMLA,2007,0
SIRMAUR,2007,0
SOLAN,2007,0
UNA,2007,0
ANANTNAG,2007,0
AWANTIPORA,2007,0
BARAMULLA,2007,0
"BORDER DISTRICT",2007,0
BUDGAM,2007,0
"CRIME JAMMU",2007,0
"CRIME SRINAGAR",2007,0
DODA,2007,0
GANDERBAL,2007,0
HANDWARA,2007,0
JAMMU,2007,0
KARGIL,2007,0
KATHUA,2007,0
KULGAM,2007,0
KUPWARA,2007,0
LEH,2007,0
POONCH,2007,0
PULWAMA,2007,0
RAILWAYS,2007,0
RAJOURI,2007,0
RAMBAN,2007,0
REASI,2007,0
SRINAGAR,2007,0
UDHAMPUR,2007,0
BOKARO,2007,0
CHAIBASA,2007,0
CHATRA,2007,0
DEOGHAR,2007,0
DHANBAD,2007,0
"DHANBAD RLY.",2007,0
DUMKA,2007,0
GARHWA,2007,0
GIRIDIH,2007,0
GODDA,2007,0
GUMLA,2007,0
HAZARIBAGH,2007,0
JAMSHEDPUR,2007,0
"JAMSHEDPUR RLY.",2007,0
JAMTARA,2007,0
KODERMA,2007,0
LATEHAR,2007,0
LOHARDAGGA,2007,0
PAKUR,2007,0
PALAMU,2007,0
RAMGARH,2007,0
SARAIKELA,2007,0
SIMDEGA,2007,0
BAGALKOT,2007,0
"BANGALORE COMMR.",2007,0
"BANGALORE RURAL",2007,0
BELGAUM,2007,0
BELLARY,2007,0
BIDAR,2007,0
BIJAPUR,2007,0
CHAMARAJNAGAR,2007,0
CHICKMAGALUR,2007,0
CHITRADURGA,2007,0
"DAKSHIN KANNADA",2007,0
DAVANAGERE,2007,0
"DHARWAD COMMR.",2007,0
"DHARWAD RURAL",2007,0
GADAG,2007,0
GULBARGA,2007,0
HASSAN,2007,0
HAVERI,2007,0
K.G.F.,2007,0
KODAGU,2007,0
KOPPAL,2007,0
MANDYA,2007,0
"MYSORE COMMR.",2007,0
"MYSORE RURAL",2007,0
RAICHUR,2007,0
RAILWAYS,2007,0
SHIMOGA,2007,0
TUMKUR,2007,0
UDUPI,2007,0
"UTTAR KANNADA",2007,0
ALAPUZHA,2007,0
CBCID,2007,0
"ERNAKULAM COMMR.",2007,0
"ERNAKULAM RURAL",2007,0
IDUKKI,2007,0
KANNUR,2007,0
KASARGOD,2007,0
KOLLAM,2007,0
KOTTAYAM,2007,0
"KOZHIKODE COMMR.",2007,0
"KOZHIKODE RURAL",2007,0
MALAPPURAM,2007,0
PATHANAMTHITTA,2007,0
RAILWAYS,2007,0
THRISSUR,2007,0
"TRIVANDRUM COMMR.",2007,0
"TRIVANDRUM RURAL",2007,0
WAYANADU,2007,0
ANUPPUR,2007,0
BHIND,2007,0
BHOPAL,2007,0
"BHOPAL RLY.",2007,0
BURHANPUR,2007,0
DATIYA,2007,0
DEWAS,2007,0
GWALIOR,2007,0
INDORE,2007,0
"INDORE RLY.",2007,0
"JABALPUR RLY.",2007,0
JHABUA,2007,0
KATNI,2007,0
MANDSAUR,2007,0
MORENA,2007,0
NARSINGHPUR,2007,0
PANNA,2007,0
RAISEN,2007,0
RAJGARH,2007,0
SAGAR,2007,0
SEONI,2007,0
SHAJAPUR,2007,0
SHEOPUR,2007,0
SIHORE,2007,0
TIKAMGARH,2007,0
UJJAIN,2007,0
AKOLA,2007,0
"AMRAVATI COMMR.",2007,0
"AMRAVATI RURAL",2007,0
"AURANGABAD COMMR.",2007,0
BULDHANA,2007,0
CHANDRAPUR,2007,0
DHULE,2007,0
GADCHIROLI,2007,0
GONDIA,2007,0
HINGOLI,2007,0
JALNA,2007,0
KOLHAPUR,2007,0
LATUR,2007,0
"MUMBAI COMMR.",2007,0
"MUMBAI RLY.",2007,0
"NAGPUR COMMR.",2007,0
"NAGPUR RLY.",2007,0
"NAGPUR RURAL",2007,0
NANDED,2007,0
NANDURBAR,2007,0
"NASIK COMMR.",2007,0
"NAVI MUMBAI",2007,0
OSMANABAD,2007,0
PARBHANI,2007,0
"PUNE COMMR.",2007,0
"PUNE RLY.",2007,0
"PUNE RURAL",2007,0
RAIGAD,2007,0
RATNAGIRI,2007,0
SANGLI,2007,0
SINDHUDURG,2007,0
"SOLAPUR COMMR.",2007,0
"THANE COMMR.",2007,0
"THANE RURAL",2007,0
WARDHA,2007,0
WASHIM,2007,0
YAVATMAL,2007,0
BISHNUPUR,2007,0
CHANDEL,2007,0
CHURACHANDPUR,2007,0
"IMPHAL EAST",2007,0
"IMPHAL WEST",2007,0
SENAPATI,2007,0
TAMENGLONG,2007,0
THOUBAL,2007,0
UKHRUL,2007,0
"GARO HILLS EAST",2007,0
"GARO HILLS SOUTH",2007,0
"GARO HILLS WEST",2007,0
"JAINTIA HILLS",2007,0
"KHASI HILLS EAST",2007,0
"KHASI HILLS WEST",2007,0
RI-BHOI,2007,0
AIZAWL,2007,0
CHAMPHAI,2007,0
KOLASIB,2007,0
LAWNGTLAI,2007,0
LUNGLEI,2007,0
MAMIT,2007,0
SAIHA,2007,0
SERCHHIP,2007,0
DIMAPUR,2007,0
KIPHIRE,2007,0
KOHIMA,2007,0
LONGLENG,2007,0
MOKOKCHUNG,2007,0
MON,2007,0
PEREN,2007,0
PHEK,2007,0
TUENSANG,2007,0
WOKHA,2007,0
ZUNHEBOTO,2007,0
ANGUL,2007,0
BALASORE,2007,0
BARAGARH,2007,0
BERHAMPUR,2007,0
BHADRAK,2007,0
BOLANGIR,2007,0
BOUDH,2007,0
CUTTACK,2007,0
DEOGARH,2007,0
DHENKANAL,2007,0
GANJAM,2007,0
JAGATSINGHPUR,2007,0
JAJPUR,2007,0
JHARSUGUDA,2007,0
KALAHANDI,2007,0
KANDHAMAL,2007,0
KENDRAPARA,2007,0
KEONJHAR,2007,0
KHURDA,2007,0
KORAPUT,2007,0
MALKANGIR,2007,0
NAYAGARH,2007,0
NOWRANGPUR,2007,0
NUAPADA,2007,0
PURI,2007,0
RAYAGADA,2007,0
ROURKELA,2007,0
SAMBALPUR,2007,0
SONEPUR,2007,0
SRP(CUTTACK),2007,0
SRP(ROURKELA),2007,0
SUNDARGARH,2007,0
AMRITSAR,2007,0
"AMRITSAR RURAL",2007,0
BARNALA,2007,0
BATALA,2007,0
BHATINDA,2007,0
FARIDKOT,2007,0
"FATEHGARH SAHIB",2007,0
FEROZPUR,2007,0
G.R.P,2007,0
GURDASPUR,2007,0
HOSHIARPUR,2007,0
JAGRAON,2007,0
JALANDHAR,2007,0
KAPURTHALA,2007,0
KHANNA,2007,0
LUDHIANA,2007,0
MANSA,2007,0
MOGA,2007,0
MUKTSAR,2007,0
"NAWAN SHAHR",2007,0
PATIALA,2007,0
ROPAR,2007,0
SANGRUR,2007,0
"SAS NGR",2007,0
"TARN TARAN",2007,0
AJMER,2007,0
BANSWARA,2007,0
BARAN,2007,0
BHARATPUR,2007,0
BHILWARA,2007,0
BIKANER,2007,0
BUNDI,2007,0
CHITTORGARH,2007,0
CHURU,2007,0
DAUSA,2007,0
DHOLPUR,2007,0
DUNGARPUR,2007,0
G.R.P.,2007,0
GANGANAGAR,2007,0
HANUMANGARH,2007,0
"JAIPUR EAST",2007,0
"JAIPUR NORTH",2007,0
"JAIPUR SOUTH",2007,0
JAISALMER,2007,0
JALORE,2007,0
"JODHPUR CITY",2007,0
"KOTA CITY",2007,0
"KOTA RURAL",2007,0
NAGAUR,2007,0
RAJSAMAND,2007,0
"SAWAI MADHOPUR",2007,0
SIROHI,2007,0
TONK,2007,0
UDAIPUR,2007,0
EAST,2007,0
NORTH,2007,0
SOUTH,2007,0
WEST,2007,0
CHENNAI,2007,0
"CHENNAI RLY.",2007,0
"COIMBATORE RURAL",2007,0
"COIMBATORE URBAN",2007,0
CUDDALORE,2007,0
DHARMAPURI,2007,0
DINDIGUL,2007,0
ERODE,2007,0
KANCHIPURAM,2007,0
KANYAKUMARI,2007,0
KARUR,2007,0
KRISHNAGIRI,2007,0
"MADURAI RURAL",2007,0
"MADURAI URBAN",2007,0
NAGAPATTINAM,2007,0
NAMAKKAL,2007,0
NILGIRIS,2007,0
PERAMBALUR,2007,0
PUDUKOTTAI,2007,0
RAMNATHAPURAM,2007,0
"SALEM RURAL",2007,0
"SALEM URBAN",2007,0
SIVAGANGAI,2007,0
THANJAVUR,2007,0
THENI,2007,0
"THIRUNELVELI RURAL",2007,0
"THIRUNELVELI URBAN",2007,0
THIRUVALLUR,2007,0
THIRUVANNAMALAI,2007,0
THIRUVARUR,2007,0
THOOTHUGUDI,2007,0
"TRICHY RLY.",2007,0
"TRICHY RURAL",2007,0
"TRICHY URBAN",2007,0
VELLORE,2007,0
VILLUPURAM,2007,0
VIRUDHUNAGAR,2007,0
DHALAI,2007,0
NORTH,2007,0
WEST,2007,0
AGRA,2007,0
ALIGARH,2007,0
ALLAHABAD,2007,0
"AMBEDKAR NAGAR",2007,0
AURAIYA,2007,0
AZAMGARH,2007,0
BADAUN,2007,0
BAGHPAT,2007,0
BAHRAICH,2007,0
BALLIA,2007,0
BALRAMPUR,2007,0
BANDA,2007,0
BARABANKI,2007,0
BAREILLY,2007,0
BASTI,2007,0
BIJNOR,2007,0
BULANDSHAHAR,2007,0
CHANDOLI,2007,0
"CHITRAKOOT DHAM",2007,0
DEORIA,2007,0
ETAH,2007,0
ETAWAH,2007,0
FAIZABAD,2007,0
FATEHGARH,2007,0
FATEHPUR,2007,0
FIROZABAD,2007,0
G.R.P.,2007,0
"GAUTAMBUDH NAGAR",2007,0
GHAZIABAD,2007,0
GHAZIPUR,2007,0
GONDA,2007,0
GORAKHPUR,2007,0
HAMIRPUR,2007,0
HARDOI,2007,0
HATHRAS,2007,0
J.P.NAGAR,2007,0
JALAUN,2007,0
JAUNPUR,2007,0
JHANSI,2007,0
KANNAUJ,2007,0
"KANPUR DEHAT",2007,0
"KANPUR NAGAR",2007,0
KAUSHAMBI,2007,0
KHIRI,2007,0
"KUSHI NAGAR",2007,0
LALITPUR,2007,0
LUCKNOW,2007,0
MAHARAJGANJ,2007,0
MAHOBA,2007,0
MAINPURI,2007,0
MATHURA,2007,0
MAU,2007,0
MEERUT,2007,0
MIRZAPUR,2007,0
MORADABAD,2007,0
MUZAFFARNAGAR,2007,0
PILIBHIT,2007,0
PRATAPGARH,2007,0
RAIBAREILLY,2007,0
RAMPUR,2007,0
SAHARANPUR,2007,0
"SANT KABIRNAGAR",2007,0
SHAHJAHANPUR,2007,0
SHRAWASTI,2007,0
SIDHARTHNAGAR,2007,0
SITAPUR,2007,0
SONBHADRA,2007,0
ST.RAVIDASNAGAR,2007,0
SULTANPUR,2007,0
UNNAO,2007,0
VARANASI,2007,0
ALMORA,2007,0
BAGESHWAR,2007,0
CHAMOLI,2007,0
CHAMPAWAT,2007,0
DEHRADUN,2007,0
HARIDWAR,2007,0
NAINITAL,2007,0
"PAURI GARHWAL",2007,0
PITHORAGARH,2007,0
"RUDRA PRAYAG",2007,0
"TEHRI GARHWAL",2007,0
"UDHAMSINGH NAGAR",2007,0
UTTARKASHI,2007,0
"24 PARGANAS NORTH",2007,0
"24 PARGANAS SOUTH",2007,0
ASANSOL,2007,0
BANKURA,2007,0
BIRBHUM,2007,0
BURDWAN,2007,0
COOCHBEHAR,2007,0
"DAKSHIN DINAJPUR",2007,0
DARJEELING,2007,0
HOOGHLY,2007,0
HOWRAH,2007,0
"HOWRAH G.R.P.",2007,0
JALPAIGURI,2007,0
"KHARAGPUR G.R.P.",2007,0
KOLKATA,2007,0
MALDA,2007,0
MURSHIDABAD,2007,0
NADIA,2007,0
"PASCHIM MIDNAPUR",2007,0
"PURAB MIDNAPUR",2007,0
PURULIA,2007,0
"SEALDAH G.R.P.",2007,0
"SILIGURI G.R.P.",2007,0
"UTTAR DINAJPUR",2007,0
"A and N ISLANDS",2007,0
CHANDIGARH,2007,0
"D and N HAVELI",2007,0
DAMAN,2007,0
DIU,2007,0
CENTRAL,2007,0
EAST,2007,0
GRP(RLY),2007,0
"IGI AIRPORT",2007,0
"NEW DELHI",2007,0
NORTH,2007,0
NORTH-EAST,2007,0
NORTH-WEST,2007,0
OUTER,2007,0
SOUTH,2007,0
SOUTH-WEST,2007,0
STF,2007,0
WEST,2007,0
LAKSHADWEEP,2007,0
KARAIKAL,2007,0
PONDICHERRY,2007,0
ADILABAD,2008,0
ANANTAPUR,2008,0
CHITTOOR,2008,0
CUDDAPAH,2008,0
CYBERABAD,2008,0
"EAST GODAVARI",2008,0
"GUNTAKAL RLY.",2008,0
GUNTUR,2008,0
"HYDERABAD CITY",2008,0
KHAMMAM,2008,0
KRISHNA,2008,0
KURNOOL,2008,0
MEDAK,2008,0
NALGONDA,2008,0
NIZAMABAD,2008,0
PRAKASHAM,2008,0
"RANGA REDDY",2008,0
"SECUNDERABAD RLY.",2008,0
SRIKAKULAM,2008,0
"VIJAYAWADA RLY.",2008,0
"VISAKHA RURAL",2008,0
VISAKHAPATNAM,2008,0
VIZIANAGARAM,2008,0
WARANGAL,2008,0
"WEST GODAVARI",2008,0
CHANGLANG,2008,0
"DIBANG VALLEY",2008,0
K/KUMEY,2008,0
"KAMENG EAST",2008,0
"KAMENG WEST",2008,0
LOHIT,2008,0
"PAPUM PARE",2008,0
"SIANG EAST",2008,0
"SIANG UPPER",2008,0
"SIANG WEST",2008,0
"SUBANSIRI LOWER",2008,0
"SUBANSIRI UPPER",2008,0
TAWANG,2008,0
TIRAP,2008,0
"UPPER DIBANG VALLEY",2008,0
BARPETA,2008,0
BASKA,2008,0
BONGAIGAON,2008,0
C.I.D.,2008,0
CACHAR,2008,0
CHIRANG,2008,0
DARRANG,2008,0
DHEMAJI,2008,0
DHUBRI,2008,0
DIBRUGARH,2008,0
G.R.P.,2008,0
GOALPARA,2008,0
GOLAGHAT,2008,0
"GUWAHATI CITY",2008,0
HAILAKANDI,2008,0
JORHAT,2008,0
KAMRUP,2008,0
"KARBI ANGLONG",2008,0
KARIMGANJ,2008,0
KOKRAJHAR,2008,0
LAKHIMPUR,2008,0
MORIGAON,2008,0
NALBARI,2008,0
R.P.O.,2008,0
SIBSAGAR,2008,0
TINSUKIA,2008,0
UDALGURI,2008,0
ARWAL,2008,0
AURANGABAD,2008,0
BAGAHA,2008,0
BANKA,2008,0
BEGUSARAI,2008,0
BETTIAH,2008,0
BHABHUA,2008,0
BHAGALPUR,2008,0
BHOJPUR,2008,0
BUXAR,2008,0
DARBHANGA,2008,0
GAYA,2008,0
GOPALGANJ,2008,0
"JAMALPUR RLY.",2008,0
JAMUI,2008,0
JEHANABAD,2008,0
KATIHAR,2008,0
"KATIHAR RLY.",2008,0
KHAGARIA,2008,0
KISHANGANJ,2008,0
LAKHISARAI,2008,0
MADHEPURA,2008,0
MADHUBANI,2008,0
MOTIHARI,2008,0
MUNGER,2008,0
MUZAFFARPUR,2008,0
"MUZAFFARPUR RLY.",2008,0
NALANDA,2008,0
NAUGACHIA,2008,0
NAWADAH,2008,0
PATNA,2008,0
"PATNA RLY.",2008,0
PURNEA,2008,0
