district,murder,year
KANNAUJ,0,2007
"KANPUR DEHAT",0,2007
"KANPUR NAGAR",0,2007
KAUSHAMBI,0,2007
KHIRI,0,2007
"KUSHI NAGAR",0,2007
LALITPUR,0,2007
LUCKNOW,0,2007
MAHARAJGANJ,0,2007
MAHOBA,0,2007
MAINPURI,0,2007
MATHURA,0,2007
MAU,0,2007
MEERUT,0,2007
MIRZAPUR,0,2007
MORADABAD,0,2007
MUZAFFARNAGAR,0,2007
PILIBHIT,0,2007
PRATAPGARH,0,2007
RAIBAREILLY,0,2007
RAMPUR,0,2007
SAHARANPUR,0,2007
"SANT KABIRNAGAR",0,2007
SHAHJAHANPUR,0,2007
SHRAWASTI,0,2007
SIDHARTHNAGAR,0,2007
SITAPUR,0,2007
SONBHADRA,0,2007
ST.RAVIDASNAGAR,0,2007
SULTANPUR,0,2007
UNNAO,0,2007
VARANASI,0,2007
ALMORA,0,2007
BAGESHWAR,0,2007
CHAMOLI,0,2007
CHAMPAWAT,0,2007
DEHRADUN,0,2007
HARIDWAR,0,2007
NAINITAL,0,2007
"PAURI GARHWAL",0,2007
PITHORAGARH,0,2007
"RUDRA PRAYAG",0,2007
"TEHRI GARHWAL",0,2007
"UDHAMSINGH NAGAR",0,2007
UTTARKASHI,0,2007
"24 PARGANAS NORTH",0,2007
"24 PARGANAS SOUTH",0,2007
ASANSOL,0,2007
BANKURA,0,2007
BIRBHUM,0,2007
BURDWAN,0,2007
COOCHBEHAR,0,2007
"DAKSHIN DINAJPUR",0,2007
DARJEELING,0,2007
HOOGHLY,0,2007
HOWRAH,0,2007
"HOWRAH G.R.P.",0,2007
JALPAIGURI,0,2007
"KHARAGPUR G.R.P.",0,2007
KOLKATA,0,2007
MALDA,0,2007
MURSHIDABAD,0,2007
NADIA,0,2007
"PASCHIM MIDNAPUR",0,2007
"PURAB MIDNAPUR",0,2007
PURULIA,0,2007
"SEALDAH G.R.P.",0,2007
"SILIGURI G.R.P.",0,2007
"UTTAR DINAJPUR",0,2007
"A and N ISLANDS",0,2007
CHANDIGARH,0,2007
"D and N HAVELI",0,2007
DAMAN,0,2007
DIU,0,2007
CENTRAL,0,2007
EAST,0,2007
GRP(RLY),0,2007
"IGI AIRPORT",0,2007
"NEW DELHI",0,2007
NORTH,0,2007
NORTH-EAST,0,2007
NORTH-WEST,0,2007
OUTER,0,2007
SOUTH,0,2007
SOUTH-WEST,0,2007
STF,0,2007
WEST,0,2007
LAKSHADWEEP,0,2007
KARAIKAL,0,2007
PONDICHERRY,0,2007
ADILABAD,0,2008
ANANTAPUR,0,2008
CHITTOOR,0,2008
CUDDAPAH,0,2008
CYBERABAD,0,2008
"EAST GODAVARI",0,2008
"GUNTAKAL RLY.",0,2008
GUNTUR,0,2008
"HYDERABAD CITY",0,2008
KHAMMAM,0,2008
KRISHNA,0,2008
KURNOOL,0,2008
MEDAK,0,2008
NALGONDA,0,2008
NIZAMABAD,0,2008
PRAKASHAM,0,2008
"RANGA REDDY",0,2008
"SECUNDERABAD RLY.",0,2008
SRIKAKULAM,0,2008
"VIJAYAWADA RLY.",0,2008
"VISAKHA RURAL",0,2008
VISAKHAPATNAM,0,2008
VIZIANAGARAM,0,2008
WARANGAL,0,2008
"WEST GODAVARI",0,2008
CHANGLANG,0,2008
"DIBANG VALLEY",0,2008
K/KUMEY,0,2008
"KAMENG EAST",0,2008
"KAMENG WEST",0,2008
LOHIT,0,2008
"PAPUM PARE",0,2008
"SIANG EAST",0,2008
"SIANG UPPER",0,2008
"SIANG WEST",0,2008
"SUBANSIRI LOWER",0,2008
"SUBANSIRI UPPER",0,2008
TAWANG,0,2008
TIRAP,0,2008
"UPPER DIBANG VALLEY",0,2008
BARPETA,0,2008
BASKA,0,2008
BONGAIGAON,0,2008
C.I.D.,0,2008
CACHAR,0,2008
CHIRANG,0,2008
DARRANG,0,2008
DHEMAJI,0,2008
DHUBRI,0,2008
DIBRUGARH,0,2008
G.R.P.,0,2008
GOALPARA,0,2008
GOLAGHAT,0,2008
"GUWAHATI CITY",0,2008
HAILAKANDI,0,2008
JORHAT,0,2008
KAMRUP,0,2008
"KARBI ANGLONG",0,2008
KARIMGANJ,0,2008
KOKRAJHAR,0,2008
LAKHIMPUR,0,2008
MORIGAON,0,2008
NALBARI,0,2008
R.P.O.,0,2008
SIBSAGAR,0,2008
TINSUKIA,0,2008
UDALGURI,0,2008
ARWAL,0,2008
AURANGABAD,0,2008
BAGAHA,0,2008
BANKA,0,2008
BEGUSARAI,0,2008
BETTIAH,0,2008
BHABHUA,0,2008
BHAGALPUR,0,2008
BHOJPUR,0,2008
BUXAR,0,2008
DARBHANGA,0,2008
GAYA,0,2008
GOPALGANJ,0,2008
"JAMALPUR RLY.",0,2008
JAMUI,0,2008
JEHANABAD,0,2008
KATIHAR,0,2008
"KATIHAR RLY.",0,2008
KHAGARIA,0,2008
KISHANGANJ,0,2008
LAKHISARAI,0,2008
MADHEPURA,0,2008
MADHUBANI,0,2008
MOTIHARI,0,2008
MUNGER,0,2008
MUZAFFARPUR,0,2008
"MUZAFFARPUR RLY.",0,2008
NALANDA,0,2008
NAUGACHIA,0,2008
NAWADAH,0,2008
PATNA,0,2008
"PATNA RLY.",0,2008
PURNEA,0,2008
ROHTAS,0,2008
SAHARSA,0,2008
SAMASTIPUR,0,2008
SARAN,0,2008
SHEIKHPURA,0,2008
SHEOHAR,0,2008
SITAMARHI,0,2008
SIWAN,0,2008
SUPAUL,0,2008
VAISHALI,0,2008
BILASPUR,0,2008
BIZAPUR,0,2008
DANTEWADA,0,2008
DURG,0,2008
"GRP RAIPUR",0,2008
KABIRDHAM,0,2008
KANKER,0,2008
MAHASAMUND,0,2008
NARAYANPUR,0,2008
RAIPUR,0,2008
SARGUJA,0,2008
SURAJPUR,0,2008
"NORTH GOA",0,2008
"SOUTH GOA",0,2008
"AHMEDABAD COMMR.",0,2008
"AHMEDABAD RURAL",0,2008
AHWA-DANG,0,2008
AMRELI,0,2008
ANAND,0,2008
BHARUCH,0,2008
BHAVNAGAR,0,2008
DAHOD,0,2008
GANDHINAGAR,0,2008
HIMATNAGAR,0,2008
JAMNAGAR,0,2008
JUNAGADH,0,2008
"KHEDA NORTH",0,2008
KUTCH,0,2008
MEHSANA,0,2008
NARMADA,0,2008
NAVSARI,0,2008
PALANPUR,0,2008
PANCHMAHAL,0,2008
PATAN,0,2008
PORBANDAR,0,2008
"RAJKOT COMMR.",0,2008
"RAJKOT RURAL",0,2008
"SURAT RURAL",0,2008
SURENDRANAGAR,0,2008
TAPI,0,2008
"VADODARA COMMR.",0,2008
VALSAD,0,2008
AMBALA,0,2008
BHIWANI,0,2008
FARIDABAD,0,2008
FATEHABAD,0,2008
GRP,0,2008
GURGAON,0,2008
HISSAR,0,2008
JHAJJAR,0,2008
JIND,0,2008
KAITHAL,0,2008
KARNAL,0,2008
KURUKSHETRA,0,2008
MAHENDRAGARH,0,2008
MEWAT,0,2008
PALWAL,0,2008
PANCHKULA,0,2008
PANIPAT,0,2008
REWARI,0,2008
ROHTAK,0,2008
SIRSA,0,2008
SONIPAT,0,2008
YAMUNANAGAR,0,2008
BILASPUR,0,2008
CHAMBA,0,2008
G.R.P.,0,2008
HAMIRPUR,0,2008
KANGRA,0,2008
KINNAUR,0,2008
KULLU,0,2008
LAHAUL-SPITI,0,2008
MANDI,0,2008
SHIMLA,0,2008
SIRMAUR,0,2008
SOLAN,0,2008
UNA,0,2008
ANANTNAG,0,2008
AWANTIPORA,0,2008
BANDIPORA,0,2008
BARAMULLA,0,2008
BUDGAM,0,2008
"CRIME JAMMU",0,2008
"CRIME SRINAGAR",0,2008
DODA,0,2008
GANDERBAL,0,2008
HANDWARA,0,2008
JAMMU,0,2008
KARGIL,0,2008
KATHUA,0,2008
KISHTWAR,0,2008
KULGAM,0,2008
KUPWARA,0,2008
LEH,0,2008
POONCH,0,2008
PULWAMA,0,2008
RAILWAYS,0,2008
RAJOURI,0,2008
RAMBAN,0,2008
REASI,0,2008
SAMBA,0,2008
SHOPIAN,0,2008
SRINAGAR,0,2008
UDHAMPUR,0,2008
BOKARO,0,2008
CHAIBASA,0,2008
CHATRA,0,2008
DEOGHAR,0,2008
DHANBAD,0,2008
"DHANBAD RLY.",0,2008
DUMKA,0,2008
GARHWA,0,2008
GODDA,0,2008
GUMLA,0,2008
HAZARIBAGH,0,2008
"JAMSHEDPUR RLY.",0,2008
JAMTARA,0,2008
KHUNTI,0,2008
KODERMA,0,2008
LATEHAR,0,2008
LOHARDAGGA,0,2008
PAKUR,0,2008
PALAMU,0,2008
RAMGARH,0,2008
RANCHI,0,2008
SAHEBGANJ,0,2008
SARAIKELA,0,2008
SIMDEGA,0,2008
BAGALKOT,0,2008
"BANGALORE COMMR.",0,2008
"BANGALORE RURAL",0,2008
BELLARY,0,2008
BIDAR,0,2008
BIJAPUR,0,2008
CBPURA,0,2008
CHAMARAJNAGAR,0,2008
CHICKMAGALUR,0,2008
CHITRADURGA,0,2008
"DAKSHIN KANNADA",0,2008
DAVANAGERE,0,2008
"DHARWAD COMMR.",0,2008
"DHARWAD RURAL",0,2008
GADAG,0,2008
GULBARGA,0,2008
HASSAN,0,2008
HAVERI,0,2008
K.G.F.,0,2008
KODAGU,0,2008
KOPPAL,0,2008
MANDYA,0,2008
"MYSORE COMMR.",0,2008
"MYSORE RURAL",0,2008
RAICHUR,0,2008
RAILWAYS,0,2008
RAMANAGAR,0,2008
SHIMOGA,0,2008
TUMKUR,0,2008
UDUPI,0,2008
"UTTAR KANNADA",0,2008
ALAPUZHA,0,2008
"ERNAKULAM COMMR.",0,2008
"ERNAKULAM RURAL",0,2008
IDUKKI,0,2008
KANNUR,0,2008
KASARGOD,0,2008
KOLLAM,0,2008
KOTTAYAM,0,2008
"KOZHIKODE COMMR.",0,2008
"KOZHIKODE RURAL",0,2008
MALAPPURAM,0,2008
PATHANAMTHITTA,0,2008
RAILWAYS,0,2008
THRISSUR,0,2008
"TRIVANDRUM COMMR.",0,2008
"TRIVANDRUM RURAL",0,2008
WAYANADU,0,2008
ALIRAJPUR,0,2008
"ASHOK NAGAR",0,2008
BARWANI,0,2008
BHIND,0,2008
BHOPAL,0,2008
"BHOPAL RLY.",0,2008
BURHANPUR,0,2008
DATIYA,0,2008
GWALIOR,0,2008
HARDA,0,2008
"INDORE RLY.",0,2008
"JABALPUR RLY.",0,2008
JHABUA,0,2008
KHANDWA,0,2008
MANDSAUR,0,2008
MORENA,0,2008
NEEMUCH,0,2008
PANNA,0,2008
RAJGARH,0,2008
SHAJAPUR,0,2008
SHEOPUR,0,2008
SIHORE,0,2008
SINGRAULI,0,2008
TIKAMGARH,0,2008
VIDISHA,0,2008
AHMEDNAGAR,0,2008
AKOLA,0,2008
"AMRAVATI COMMR.",0,2008
"AURANGABAD COMMR.",0,2008
"AURANGABAD RURAL",0,2008
BEED,0,2008
BHANDARA,0,2008
BULDHANA,0,2008
CHANDRAPUR,0,2008
DHULE,0,2008
GADCHIROLI,0,2008
HINGOLI,0,2008
JALNA,0,2008
KOLHAPUR,0,2008
"MUMBAI COMMR.",0,2008
"MUMBAI RLY.",0,2008
"NAGPUR COMMR.",0,2008
"NAGPUR RLY.",0,2008
"NAGPUR RURAL",0,2008
NANDED,0,2008
"NASIK COMMR.",0,2008
"NASIK RURAL",0,2008
"NAVI MUMBAI",0,2008
PARBHANI,0,2008
"PUNE COMMR.",0,2008
"PUNE RLY.",0,2008
"PUNE RURAL",0,2008
RAIGAD,0,2008
RATNAGIRI,0,2008
SANGLI,0,2008
SATARA,0,2008
SINDHUDURG,0,2008
"SOLAPUR COMMR.",0,2008
"SOLAPUR RURAL",0,2008
"THANE COMMR.",0,2008
"THANE RURAL",0,2008
BISHNUPUR,0,2008
CHANDEL,0,2008
CHURACHANDPUR,0,2008
CID,0,2008
"IMPHAL EAST",0,2008
"IMPHAL WEST",0,2008
SENAPATI,0,2008
TAMENGLONG,0,2008
THOUBAL,0,2008
UKHRUL,0,2008
"GARO HILLS EAST",0,2008
"GARO HILLS SOUTH",0,2008
"GARO HILLS WEST",0,2008
"JAINTIA HILLS",0,2008
"KHASI HILLS EAST",0,2008
"KHASI HILLS WEST",0,2008
RI-BHOI,0,2008
AIZAWL,0,2008
CHAMPHAI,0,2008
KOLASIB,0,2008
LAWNGTLAI,0,2008
LUNGLEI,0,2008
MAMIT,0,2008
SAIHA,0,2008
SERCHHIP,0,2008
DIMAPUR,0,2008
KIPHIRE,0,2008
KOHIMA,0,2008
LONGLENG,0,2008
MOKOKCHUNG,0,2008
MON,0,2008
PEREN,0,2008
PHEK,0,2008
TUENSANG,0,2008
WOKHA,0,2008
ZUNHEBOTO,0,2008
ANGUL,0,2008
BALASORE,0,2008
BARAGARH,0,2008
BERHAMPUR,0,2008
BHADRAK,0,2008
BOLANGIR,0,2008
BOUDH,0,2008
CUTTACK,0,2008
"DCP BBSR",0,2008
"DCP CTC",0,2008
DEOGARH,0,2008
DHENKANAL,0,2008
GAJAPATI,0,2008
GANJAM,0,2008
JAGATSINGHPUR,0,2008
JAJPUR,0,2008
KALAHANDI,0,2008
KANDHAMAL,0,2008
KENDRAPARA,0,2008
KEONJHAR,0,2008
KHURDA,0,2008
MALKANGIR,0,2008
MAYURBHANJ,0,2008
NAYAGARH,0,2008
NOWRANGPUR,0,2008
NUAPADA,0,2008
PURI,0,2008
RAYAGADA,0,2008
SONEPUR,0,2008
SRP(CUTTACK),0,2008
SRP(ROURKELA),0,2008
AMRITSAR,0,2008
"AMRITSAR RURAL",0,2008
BARNALA,0,2008
BATALA,0,2008
BHATINDA,0,2008
FARIDKOT,0,2008
"FATEHGARH SAHIB",0,2008
FEROZPUR,0,2008
G.R.P,0,2008
GURDASPUR,0,2008
HOSHIARPUR,0,2008
JALANDHAR,0,2008
KAPURTHALA,0,2008
KHANNA,0,2008
LUDHIANA,0,2008
"LUDHIANA RURAL",0,2008
MANSA,0,2008
MOGA,0,2008
MUKTSAR,0,2008
PATIALA,0,2008
ROPAR,0,2008
SANGRUR,0,2008
"SAS NGR",0,2008
"SBS NAGAR",0,2008
"TARN TARAN",0,2008
AJMER,0,2008
BANSWARA,0,2008
BARAN,0,2008
BARMER,0,2008
BHARATPUR,0,2008
BHILWARA,0,2008
BIKANER,0,2008
BUNDI,0,2008
CHURU,0,2008
DHOLPUR,0,2008
DUNGARPUR,0,2008
G.R.P.,0,2008
GANGANAGAR,0,2008
HANUMANGARH,0,2008
"JAIPUR EAST",0,2008
"JAIPUR NORTH",0,2008
"JAIPUR SOUTH",0,2008
JAISALMER,0,2008
JALORE,0,2008
JHUNJHUNU,0,2008
"JODHPUR CITY",0,2008
"JODHPUR RURAL",0,2008
KARAULI,0,2008
NAGAUR,0,2008
PALI,0,2008
PRATAPGARH,0,2008
RAJSAMAND,0,2008
TONK,0,2008
UDAIPUR,0,2008
EAST,0,2008
NORTH,0,2008
SOUTH,0,2008
WEST,0,2008
CHENNAI,0,2008
"CHENNAI RLY.",0,2008
CHENNAISUBURBAN,0,2008
"COIMBATORE RURAL",0,2008
"COIMBATORE URBAN",0,2008
CUDDALORE,0,2008
DHARMAPURI,0,2008
DINDIGUL,0,2008
ERODE,0,2008
KANCHIPURAM,0,2008
KANYAKUMARI,0,2008
KARUR,0,2008
KRISHNAGIRI,0,2008
"MADURAI RURAL",0,2008
"MADURAI URBAN",0,2008
NAGAPATTINAM,0,2008
NAMAKKAL,0,2008
NILGIRIS,0,2008
PERAMBALUR,0,2008
PUDUKOTTAI,0,2008
RAMNATHAPURAM,0,2008
"SALEM RURAL",0,2008
"SALEM URBAN",0,2008
SIVAGANGAI,0,2008
THANJAVUR,0,2008
THENI,0,2008
"THIRUNELVELI RURAL",0,2008
"THIRUNELVELI URBAN",0,2008
THIRUVALLUR,0,2008
THIRUVANNAMALAI,0,2008
THIRUVARUR,0,2008
THOOTHUGUDI,0,2008
"TRICHY RLY.",0,2008
"TRICHY RURAL",0,2008
"TRICHY URBAN",0,2008
VELLORE,0,2008
VILLUPURAM,0,2008
VIRUDHUNAGAR,0,2008
DHALAI,0,2008
NORTH,0,2008
WEST,0,2008
AGRA,0,2008
ALIGARH,0,2008
ALLAHABAD,0,2008
"AMBEDKAR NAGAR",0,2008
AURAIYA,0,2008
AZAMGARH,0,2008
BADAUN,0,2008
BAGHPAT,0,2008
BAHRAICH,0,2008
BALLIA,0,2008
BALRAMPUR,0,2008
BANDA,0,2008
BARABANKI,0,2008
BAREILLY,0,2008
BASTI,0,2008
BIJNOR,0,2008
BULANDSHAHAR,0,2008
CHANDOLI,0,2008
"CHITRAKOOT DHAM",0,2008
DEORIA,0,2008
ETAH,0,2008
ETAWAH,0,2008
FAIZABAD,0,2008
FATEHGARH,0,2008
FATEHPUR,0,2008
FIROZABAD,0,2008
G.R.P.,0,2008
"GAUTAMBUDH NAGAR",0,2008
GHAZIABAD,0,2008
GHAZIPUR,0,2008
GONDA,0,2008
GORAKHPUR,0,2008
HAMIRPUR,0,2008
HARDOI,0,2008
HATHRAS,0,2008
J.P.NAGAR,0,2008
JALAUN,0,2008
JAUNPUR,0,2008
JHANSI,0,2008
KANNAUJ,0,2008
"KANPUR DEHAT",0,2008
"KANPUR NAGAR",0,2008
"KANSHIRAM NAGAR",0,2008
KAUSHAMBI,0,2008
KHIRI,0,2008
"KUSHI NAGAR",0,2008
LALITPUR,0,2008
LUCKNOW,0,2008
MAHARAJGANJ,0,2008
MAHOBA,0,2008
MAINPURI,0,2008
MATHURA,0,2008
MAU,0,2008
MEERUT,0,2008
MIRZAPUR,0,2008
MORADABAD,0,2008
MUZAFFARNAGAR,0,2008
PILIBHIT,0,2008
PRATAPGARH,0,2008
RAIBAREILLY,0,2008
RAMPUR,0,2008
SAHARANPUR,0,2008
"SANT KABIRNAGAR",0,2008
SHAHJAHANPUR,0,2008
SHRAWASTI,0,2008
SIDHARTHNAGAR,0,2008
SITAPUR,0,2008
SONBHADRA,0,2008
ST.RAVIDASNAGAR,0,2008
SULTANPUR,0,2008
UNNAO,0,2008
VARANASI,0,2008
ALMORA,0,2008
BAGESHWAR,0,2008
CHAMOLI,0,2008
CHAMPAWAT,0,2008
DEHRADUN,0,2008
HARIDWAR,0,2008
NAINITAL,0,2008
"PAURI GARHWAL",0,2008
PITHORAGARH,0,2008
"RUDRA PRAYAG",0,2008
"TEHRI GARHWAL",0,2008
"UDHAMSINGH NAGAR",0,2008
UTTARKASHI,0,2008
"24 PARGANAS NORTH",0,2008
"24 PARGANAS SOUTH",0,2008
ASANSOL,0,2008
BANKURA,0,2008
BIRBHUM,0,2008
BURDWAN,0,2008
COOCHBEHAR,0,2008
"DAKSHIN DINAJPUR",0,2008
DARJEELING,0,2008
HOOGHLY,0,2008
HOWRAH,0,2008
"HOWRAH G.R.P.",0,2008
JALPAIGURI,0,2008
"KHARAGPUR G.R.P.",0,2008
KOLKATA,0,2008
MALDA,0,2008
MURSHIDABAD,0,2008
NADIA,0,2008
"PASCHIM MIDNAPUR",0,2008
"PURAB MIDNAPUR",0,2008
PURULIA,0,2008
"SEALDAH G.R.P.",0,2008
"SILIGURI G.R.P.",0,2008
"UTTAR DINAJPUR",0,2008
NICOBAR,0,2008
CHANDIGARH,0,2008
"D and N HAVELI",0,2008
DAMAN,0,2008
DIU,0,2008
CAW,0,2008
CENTRAL,0,2008
"CRIME BRANCH",0,2008
EAST,0,2008
EOW,0,2008
GRP(RLY),0,2008
"IGI AIRPORT",0,2008
"NEW DELHI",0,2008
NORTH,0,2008
NORTH-EAST,0,2008
NORTH-WEST,0,2008
OUTER,0,2008
SOUTH,0,2008
SOUTH-EAST,0,2008
SOUTH-WEST,0,2008
STF,0,2008
WEST,0,2008
LAKSHADWEEP,0,2008
KARAIKAL,0,2008
PUDUCHERRY,0,2008
ADILABAD,0,2009
ANANTAPUR,0,2009
CHITTOOR,0,2009
CUDDAPAH,0,2009
CYBERABAD,0,2009
"EAST GODAVARI",0,2009
"GUNTAKAL RLY.",0,2009
"HYDERABAD CITY",0,2009
KHAMMAM,0,2009
KRISHNA,0,2009
KURNOOL,0,2009
MAHABOOBNAGAR,0,2009
MEDAK,0,2009
NIZAMABAD,0,2009
PRAKASHAM,0,2009
"RANGA REDDY",0,2009
"SECUNDERABAD RLY.",0,2009
SRIKAKULAM,0,2009
"VIJAYAWADA CITY",0,2009
"VIJAYAWADA RLY.",0,2009
"VISAKHA RURAL",0,2009
VISAKHAPATNAM,0,2009
VIZIANAGARAM,0,2009
WARANGAL,0,2009
"WEST GODAVARI",0,2009
ANJAW,0,2009
CHANGLANG,0,2009
"DIBANG VALLEY",0,2009
K/KUMEY,0,2009
"KAMENG EAST",0,2009
"KAMENG WEST",0,2009
LOHIT,0,2009
"PAPUM PARE",0,2009
"SIANG EAST",0,2009
"SIANG UPPER",0,2009
"SIANG WEST",0,2009
"SUBANSIRI LOWER",0,2009
"SUBANSIRI UPPER",0,2009
TAWANG,0,2009
TIRAP,0,2009
"UPPER DIBANG VALLEY",0,2009
BARPETA,0,2009
BASKA,0,2009
BONGAIGAON,0,2009
C.I.D.,0,2009
CACHAR,0,2009
CHIRANG,0,2009
DARRANG,0,2009
DHEMAJI,0,2009
DHUBRI,0,2009
DIBRUGARH,0,2009
G.R.P.,0,2009
GOALPARA,0,2009
GOLAGHAT,0,2009
"GUWAHATI CITY",0,2009
HAILAKANDI,0,2009
JORHAT,0,2009
KAMRUP,0,2009
"KARBI ANGLONG",0,2009
KARIMGANJ,0,2009
KOKRAJHAR,0,2009
LAKHIMPUR,0,2009
MORIGAON,0,2009
N.C.HILLS,0,2009
NAGAON,0,2009
NALBARI,0,2009
R.P.O.,0,2009
SIBSAGAR,0,2009
SONITPUR,0,2009
TINSUKIA,0,2009
ARWAL,0,2009
AURANGABAD,0,2009
BAGAHA,0,2009
BANKA,0,2009
BEGUSARAI,0,2009
BETTIAH,0,2009
BHABHUA,0,2009
BHAGALPUR,0,2009
BHOJPUR,0,2009
BUXAR,0,2009
DARBHANGA,0,2009
GAYA,0,2009
GOPALGANJ,0,2009
"JAMALPUR RLY.",0,2009
JAMUI,0,2009
JEHANABAD,0,2009
KATIHAR,0,2009
"KATIHAR RLY.",0,2009
KHAGARIA,0,2009
KISHANGANJ,0,2009
LAKHISARAI,0,2009
MADHEPURA,0,2009
MADHUBANI,0,2009
MOTIHARI,0,2009
MUNGER,0,2009
MUZAFFARPUR,0,2009
"MUZAFFARPUR RLY.",0,2009
NALANDA,0,2009
NAUGACHIA,0,2009
NAWADAH,0,2009
PATNA,0,2009
"PATNA RLY.",0,2009
PURNEA,0,2009
ROHTAS,0,2009
SAHARSA,0,2009
SAMASTIPUR,0,2009
SARAN,0,2009
SHEIKHPURA,0,2009
SHEOHAR,0,2009
SITAMARHI,0,2009
SIWAN,0,2009
SUPAUL,0,2009
VAISHALI,0,2009
BILASPUR,0,2009
BIZAPUR,0,2009
DANTEWADA,0,2009
"GRP RAIPUR",0,2009
JASHPUR,0,2009
KABIRDHAM,0,2009
MAHASAMUND,0,2009
NARAYANPUR,0,2009
SARGUJA,0,2009
SURAJPUR,0,2009
"NORTH GOA",0,2009
"SOUTH GOA",0,2009
AHWA-DANG,0,2009
AMRELI,0,2009
ANAND,0,2009
BHARUCH,0,2009
BHAVNAGAR,0,2009
JAMNAGAR,0,2009
JUNAGADH,0,2009
"KHEDA NORTH",0,2009
KUTCH,0,2009
MEHSANA,0,2009
NARMADA,0,2009
PALANPUR,0,2009
PANCHMAHAL,0,2009
PATAN,0,2009
PORBANDAR,0,2009
"RAJKOT COMMR.",0,2009
"RAJKOT RURAL",0,2009
"SURAT COMMR.",0,2009
SURENDRANAGAR,0,2009
TAPI,0,2009
"VADODARA COMMR.",0,2009
VALSAD,0,2009
W.RLY,0,2009
AMBALA,0,2009
BHIWANI,0,2009
FARIDABAD,0,2009
FATEHABAD,0,2009
GRP,0,2009
GURGAON,0,2009
HISSAR,0,2009
JHAJJAR,0,2009
JIND,0,2009
KAITHAL,0,2009
KARNAL,0,2009
KURUKSHETRA,0,2009
MAHENDRAGARH,0,2009
MEWAT,0,2009
PALWAL,0,2009
PANCHKULA,0,2009
PANIPAT,0,2009
REWARI,0,2009
ROHTAK,0,2009
SIRSA,0,2009
SONIPAT,0,2009
YAMUNANAGAR,0,2009
BADDIPOLICEDIST,0,2009
BILASPUR,0,2009
CHAMBA,0,2009
CID,0,2009
G.R.P.,0,2009
HAMIRPUR,0,2009
KANGRA,0,2009
KINNAUR,0,2009
KULLU,0,2009
LAHAUL-SPITI,0,2009
MANDI,0,2009
SHIMLA,0,2009
SIRMAUR,0,2009
SOLAN,0,2009
UNA,0,2009
ANANTNAG,0,2009
AWANTIPORA,0,2009
BANDIPORA,0,2009
BARAMULLA,0,2009
BUDGAM,0,2009
"CRIME JAMMU",0,2009
"CRIME SRINAGAR",0,2009
DODA,0,2009
GANDERBAL,0,2009
HANDWARA,0,2009
JAMMU,0,2009
KARGIL,0,2009
KATHUA,0,2009
KISHTWAR,0,2009
KULGAM,0,2009
KUPWARA,0,2009
LEH,0,2009
POONCH,0,2009
PULWAMA,0,2009
RAILWAYS,0,2009
"RAILWAYS KMR",0,2009
RAJOURI,0,2009
RAMBAN,0,2009
REASI,0,2009
SAMBA,0,2009
SHOPIAN,0,2009
SRINAGAR,0,2009
UDHAMPUR,0,2009
BOKARO,0,2009
CHAIBASA,0,2009
CHATRA,0,2009
DEOGHAR,0,2009
DHANBAD,0,2009
"DHANBAD RLY.",0,2009
DUMKA,0,2009
GARHWA,0,2009
GIRIDIH,0,2009
GODDA,0,2009
GUMLA,0,2009
HAZARIBAGH,0,2009
"JAMSHEDPUR RLY.",0,2009
JAMTARA,0,2009
KHUNTI,0,2009
KODERMA,0,2009
LATEHAR,0,2009
LOHARDAGGA,0,2009
PAKUR,0,2009
PALAMU,0,2009
RAMGARH,0,2009
RANCHI,0,2009
SARAIKELA,0,2009
SIMDEGA,0,2009
BAGALKOT,0,2009
"BANGALORE RURAL",0,2009
BELGAUM,0,2009
BELLARY,0,2009
BIDAR,0,2009
BIJAPUR,0,2009
CBPURA,0,2009
CHAMARAJNAGAR,0,2009
CHICKMAGALUR,0,2009
CHITRADURGA,0,2009
"DAKSHIN KANNADA",0,2009
DAVANAGERE,0,2009
"DHARWAD COMMR.",0,2009
"DHARWAD RURAL",0,2009
GADAG,0,2009
GULBARGA,0,2009
HASSAN,0,2009
HAVERI,0,2009
K.G.F.,0,2009
KODAGU,0,2009
KOPPAL,0,2009
MANDYA,0,2009
"MYSORE COMMR.",0,2009
"MYSORE RURAL",0,2009
RAICHUR,0,2009
RAILWAYS,0,2009
RAMANAGAR,0,2009
SHIMOGA,0,2009
TUMKUR,0,2009
UDUPI,0,2009
"UTTAR KANNADA",0,2009
ALAPUZHA,0,2009
"ERNAKULAM COMMR.",0,2009
"ERNAKULAM RURAL",0,2009
IDUKKI,0,2009
KANNUR,0,2009
KASARGOD,0,2009
KOLLAM,0,2009
KOTTAYAM,0,2009
"KOZHIKODE COMMR.",0,2009
"KOZHIKODE RURAL",0,2009
MALAPPURAM,0,2009
PALAKKAD,0,2009
PATHANAMTHITTA,0,2009
RAILWAYS,0,2009
THRISSUR,0,2009
"TRIVANDRUM COMMR.",0,2009
"TRIVANDRUM RURAL",0,2009
WAYANADU,0,2009
ALIRAJPUR,0,2009
ANUPPUR,0,2009
BALAGHAT,0,2009
BARWANI,0,2009
BHIND,0,2009
BHOPAL,0,2009
"BHOPAL RLY.",0,2009
BURHANPUR,0,2009
CHHATARPUR,0,2009
DATIYA,0,2009
DEWAS,0,2009
DINDORI,0,2009
GUNA,0,2009
HARDA,0,2009
HOSHANGABAD,0,2009
"INDORE RLY.",0,2009
"JABALPUR RLY.",0,2009
